,social_p,social_r,ILO_total,ILO_social,year,share1,PV_EST,PV_PER_RNK,PV_PER_RNK_UPPER,PV_STD_ERR,GE_EST,GE_PER_RNK,GE_PER_RNK_UPPER,GE_STD_ERR,RQ_EST,RQ_PER_RNK,RQ_PER_RNK_UPPER,RQ_STD_ERR,remittance_usd,remittance_gdp,gdp,incomeLevel,region,is_eca,gini,FSR,social_p_est1,social_p_est2,social_p_est2_nofsr,social_p_est2_fsr,social_p_est3,social_p_est4,social_p_est,social_r_est
"Egypt, Arab Rep.",0.10013164023017088,0.11927926539328736,13.21,11.73,2011.0,0.0925,-1.58237159252167,7.76699018478394,9.66183567047119,0.20479880273342105,-0.819497644901276,20.192308425903303,32.5358848571777,0.181937411427498,-0.7542858719825741,25.0,33.9712905883789,0.161920502781868,19570400000.0,6.4910339978115,943529295037.536,Lower middle income,Middle East & North Africa (all income levels),False,30.75,False,0.3249954309330894,0.22711638038570642,0.22913114717991034,,0.2273374977085506,0.14830748836018998,0.2273374977085506,0.12128332920401602
El Salvador,0.18429042105884488,0.1773739959750223,7.77,3.97,2011.0,0.057,-0.149288654327393,40.2912635803223,54.1062812805176,0.20479880273342105,-0.0218644645065069,53.365383148193395,64.5932998657227,0.202521428465843,0.344549566507339,64.4230804443359,72.2488021850586,0.187134712934494,4235129688.67041,16.8303138595294,51006165815.5088,Lower middle income,Latin America & Caribbean (all income levels),False,43.51,False,0.3760613825699166,0.29326394687016816,0.2716939906929595,,0.27469844642879016,0.2702331963772784,0.27469844642879016,0.1266373972300199
Equatorial Guinea,,,2.78,0.35,2010.0,,-0.389737725257874,30.582523345947298,45.8937187194824,0.234058693051338,-1.4478937387466395,6.25,15.7894735336304,0.240783363580704,-1.4552572965621902,5.28846168518066,12.4401912689209,0.214953899383545,164206.0429,0.0706374851751445,28516791412.3489,High income: nonOECD,Sub-Saharan Africa (all income levels),False,,False,-0.08143134613019859,-0.03448110224309929,-0.03480242354067212,,-0.02356457591684258,0.0519209259332164,-0.02356457591684258,0.06956540710584498
Eritrea,,,1.64,0.39,2011.0,,-0.75910472869873,20.3883495330811,30.917875289917003,0.234058693051338,-1.61603605747223,3.36538457870483,10.0478467941284,0.23225374519825,-2.11896252632141,0.961538434028625,3.3492822647094704,0.196442648768425,3284750.938,0.465017929043737,6758835465.49469,Low income,Sub-Saharan Africa (all income levels),False,,False,-0.0894409791373014,-0.05052455305407783,-0.050673203435596635,,-0.03942765711207494,0.03576489901362284,-0.03942765711207494,0.06712927059957204
Estonia,0.51851898,0.34896655,20.08,14.73,2010.0,0.0717,0.760185480117798,72.33009338378909,87.4396133422852,0.19970490038394895,1.04651582241058,81.25,88.9952163696289,0.21992526948452,1.67491769790649,93.2692337036133,99.04306030273442,0.19019657373428306,543741751.957945,2.05300526425947,36991216691.9912,High income: OECD,Europe & Central Asia (all income levels),True,33.15,True,0.5362849503560296,0.699366306424635,,0.6500361602929058,0.7046456387304445,0.6215862950535448,0.7046456387304445,0.26809705894557656
Ethiopia,,,3.17,0.61,2010.0,,-1.2399408817291298,9.708738327026367,17.3913040161133,0.20479880273342105,-0.470100432634354,35.57692337036129,45.933013916015604,0.182274475693703,-0.9782592654228208,16.3461532592773,27.272727966308604,0.172010317444801,646129793.484258,1.16184841717029,145414752149.301,Low income,Sub-Saharan Africa (all income levels),False,33.17,False,0.08410815384988939,0.12126326617606885,0.11917416459495685,,0.12665299553113063,0.15399276023100017,0.12665299553113063,0.09662391672644552
Faeroe Islands,,,,,,,,,,,,,,,,,,,160995878.01203102,6.06138277257363,,,,,,False,,,,,,,,
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,High income: nonOECD,Europe & Central Asia (all income levels),True,,False,,,,,,,,
Fiji,,,,,,,0.47752720117569,62.135921478271506,78.7439651489258,0.259716004133224,-0.367236018180847,41.346153259277294,59.8086128234863,0.305306077003479,-0.401855021715164,37.5,54.54545593261721,0.268312782049179,209403766.678982,4.62074534781469,7794005747.39398,Upper middle income,East Asia & Pacific (all income levels),False,42.78,False,,,,,,,,
Finland,0.57169229,0.33561739799999996,29.22,21.97,2011.0,0.0918,1.28405117988586,95.6310653686523,99.51690673828129,0.19970490038394895,2.01603055000305,99.03845977783199,100.0,0.227214962244034,1.903888463974,98.5576934814453,100.0,0.22925907373428306,973679982.65737,0.35768578047126204,222151965205.453,High income: OECD,Europe & Central Asia (all income levels),True,27.12,False,0.6733409901280997,0.6175119529589388,0.6258803285145664,,0.6148398999149254,0.583803898782054,0.6148398999149254,0.18905025951810156
France,0.49639142,0.37605085,32.02,23.78,2011.0,0.0781,0.355908393859863,59.2233009338379,68.5990371704102,0.19970490038394895,1.40312027931213,88.9423065185547,95.2153091430664,0.227214962244034,1.08552730083466,82.211540222168,90.90908813476558,0.22925907373428306,25194757666.7853,0.890528367037265,2604193431780.1,High income: OECD,Europe & Central Asia (all income levels),True,33.1,False,0.6124669427201188,0.5424068070441146,0.5516146046826195,,0.5415897433559318,0.47276074556715253,0.5415897433559318,0.1767394705188919
French Guiana,,,,,,,0.5222914218902589,64.5631103515625,78.7439651489258,0.246550291776657,1.08963012695313,82.211540222168,93.3014373779297,0.351513624191284,1.4625256061554,90.86538696289058,99.04306030273442,0.35368475317955,,,,,,,,False,,,,,,,,
French Polynesia,,,,,,,,,,,,,,,,,,,669244690.0,,,High income: nonOECD,East Asia & Pacific (all income levels),False,,False,,,,,,,,
Gabon,0.22083996445867293,0.12165273695354185,,,,0.05860000000000001,0.196385622024536,54.8543701171875,64.7342987060547,0.209124550223351,-0.664001166820526,26.442308425903306,42.105262756347706,0.19538177549839,-0.726157009601593,25.961538314819304,37.799041748046896,0.200101941823959,11028154.17189,0.116590426787818,32791696745.9504,Upper middle income,Sub-Saharan Africa (all income levels),False,42.18,False,,,,,,,,
"Gambia, The",,,2.98,0.5,2010.0,,-0.101983927190304,41.7475738525391,57.0048294067383,0.214273899793625,-0.606331706047058,28.365385055542003,43.5406684875488,0.194457784295082,-0.493555337190628,33.6538467407227,47.8468894958496,0.196932435035706,191145819.573499,22.4638948215364,3143924269.75326,Low income,Sub-Saharan Africa (all income levels),False,47.33,False,0.15960664012174558,0.12480502978821728,0.08659715442250775,,0.09978162294342219,0.1385791337482835,0.09978162294342219,0.09153249244108344
Georgia,0.9832011784414144,0.5428108927360503,8.22,6.63,2012.0,0.0528,-0.23345680534839605,35.9223289489746,51.2077293395996,0.21231350302696206,0.484269112348557,71.6346130371094,74.6411514282227,0.21002709865570104,0.925378382205963,79.32691955566409,88.0382766723633,0.175677791237831,1986474923.63,12.017418920470801,34149997945.9084,Lower middle income,Europe & Central Asia (all income levels),True,40.03,True,0.4537785465956724,0.6019311702871497,,0.7493326380548356,0.5948397283963001,0.5944488497260905,0.5948397283963001,0.24732778448885714
Germany,0.64378774,0.383320503,25.89,19.05,2011.0,0.08289999999999999,0.934858918190002,79.1262130737305,93.7198104858398,0.19970490038394895,1.73176538944244,94.71154022216801,99.04306030273442,0.227214962244034,1.6950865983963002,94.2307662963867,99.5215301513672,0.22925907373428306,17629122985.8056,0.45573411951959,3757092104907.1,High income: OECD,Europe & Central Asia (all income levels),True,30.13,False,0.628947653786114,0.5737539380613997,0.5820200777295574,,0.5720928215882297,0.6220731124925862,0.5720928215882297,0.18138934198539203
Ghana,,,5.39,2.37,2010.0,,-0.129906073212624,40.7766990661621,55.5555572509766,0.20479880273342105,-0.27330407500267,44.230770111084006,56.4593315124512,0.181937411427498,-0.0374078303575516,50.961540222168,61.72248840332029,0.172010317444801,2007831480.11,5.19940854680773,109334081602.385,Lower middle income,Sub-Saharan Africa (all income levels),False,42.77,False,0.24378986632936173,0.2186263447041674,0.21494364804317923,,0.21781914466313046,0.19903045709545775,0.21781914466313046,0.11562052942292167
Greece,0.38459209,0.49652266799999994,24.41,18.87,2011.0,0.0645,0.0240390002727509,46.6019401550293,58.937198638915994,0.19970490038394895,0.395407915115356,68.75,74.1626815795898,0.227214962244034,0.344998687505722,64.9038467407227,74.1626815795898,0.22925907373428306,734711614.6741179,0.311881353956022,291859469601.708,High income: OECD,Europe & Central Asia (all income levels),True,36.68,False,0.47394662627603235,0.3992605468871968,0.4107872240082679,,0.40347216354457827,0.4919576576797511,0.40347216354457827,0.1525660973114807
Greenland,,,,,,,1.9375935792923,100.0,100.0,0.360785365104675,0.8949865102767941,75.961540222168,94.2583694458008,0.482944637537003,1.39771938323975,89.9038467407227,99.5215301513672,0.4326617121696471,,,,High income: nonOECD,Europe & Central Asia (all income levels),True,,False,,,,,,,,
Grenada,,,4.27,1.64,2010.0,,0.7472478747367859,71.8446578979492,90.82125854492192,0.259716004133224,-0.117976956069469,49.038459777832,70.8134002685547,0.351028442382813,0.189151749014854,59.13461685180661,74.1626815795898,0.333778768777847,30816800.477913294,3.37976226940181,1321385459.63511,Upper middle income,Latin America & Caribbean (all income levels),False,,False,0.22075690277747356,0.21830958492292993,0.21579215525462317,,0.2193496439754632,0.2330573016609291,0.2193496439754632,0.11495246999812264
Guam,,,,,,,0.8042284250259399,74.7572784423828,93.7198104858398,0.27711081504821805,0.417159289121628,70.1923065185547,85.64593505859379,0.459674477577209,0.175328105688095,58.1730766296387,81.339714050293,0.53016859292984,,,,High income: nonOECD,East Asia & Pacific (all income levels),False,,False,,,,,,,,
Guatemala,0.21925287935117188,0.10471864953838116,4.39,3.14,2011.0,0.0387,-0.6417946219444269,24.2718448638916,33.3333320617676,0.20479880273342105,-0.714730203151703,24.519229888916,40.19138717651371,0.202521428465843,-0.18657261133194,47.596153259277294,55.980861663818395,0.187134712934494,5836627286.2,9.92166666348013,119384016547.606,Lower middle income,Latin America & Caribbean (all income levels),False,52.35,False,0.24125551842252801,0.18172434187658448,0.1723204268409062,,0.17603848159611613,0.19232422983085118,0.17603848159611613,0.10919486121056844
Guinea,,,2.47,0.46,2010.0,,-0.930906593799591,15.5339803695679,25.6038646697998,0.209124550223351,-1.21388578414917,11.057692527771001,17.703350067138697,0.181937411427498,-1.09753155708313,12.5,24.401914596557607,0.17910851538181302,94777656.6376066,1.4308074194864198,14991877564.188,Low income,Sub-Saharan Africa (all income levels),False,33.73,False,-0.024176259307886305,0.01120225061800736,0.009200431761564584,,0.01925244459484815,0.07714784777699969,0.01925244459484815,0.07756816186284898
Guinea-Bissau,,,5.44,3.13,2010.0,,-0.7421798110008241,21.3592224121094,32.3671493530273,0.24630875885486606,-1.5515208244323702,4.8076925277710005,12.4401912689209,0.228713944554329,-1.27336657047272,8.17307662963867,19.6172256469727,0.21978259086608895,46753486.7447393,4.57304064781333,2494670993.18191,Low income,Sub-Saharan Africa (all income levels),False,50.66,False,0.11771949674792351,0.06496281924020124,0.06640231579171216,,0.07058761219633794,0.08023730169444193,0.07058761219633794,0.0911765068233911
Guyana,,,8.18,3.7,2010.0,,-0.157108917832375,39.805824279785206,54.5893707275391,0.214273899793625,-0.22456336021423295,44.711540222168,59.330142974853494,0.217138513922691,-0.532083570957184,31.730770111084,47.8468894958496,0.220634445548058,329658104.85331804,10.645302128427401,5234095778.500999,Lower middle income,Latin America & Caribbean (all income levels),False,44.55,False,0.31531371913884215,0.25450114142509384,0.24344335134809642,,0.24574641366668598,0.24730725511768092,0.24574641366668598,0.12151478406996417
Haiti,,,3.27,1.06,2013.0,,-0.611463904380798,25.242717742919893,34.7826080322266,0.209124550223351,-2.0308837890625,0.961538434028625,1.91387557983398,0.202749967575073,-1.03754866123199,14.423076629638699,26.7942581176758,0.196381404995918,1977033926.32877,22.6905155286297,18308620060.2245,Low income,Latin America & Caribbean (all income levels),False,60.79,False,0.061716275319499206,-0.02367250148952553,-0.05589407659143443,,-0.042707750744856804,0.03318832892798565,-0.042707750744856804,0.06909311671882948
Honduras,0.2579741926798659,0.13477151366151952,4.39,0.94,2010.0,0.0261,-0.514824092388153,28.6407775878906,39.1304359436035,0.20479880273342105,-0.795155942440033,20.673076629638697,36.8421058654785,0.202521428465843,-0.376891434192657,38.9423065185547,50.7177047729492,0.187134712934494,3369514366.552,17.3817883046905,39081348854.5126,Lower middle income,Latin America & Caribbean (all income levels),False,53.67,False,0.1663261119941758,0.12352257311594225,0.09685004190290085,,0.10690771937570405,0.15495933815791144,0.10690771937570405,0.09434314772866542
"Hong Kong SAR, China",,,5.17,2.25,2012.0,,1.12713170051575,89.8058242797852,99.0338134765625,0.22377389669418304,1.8396064043045,98.0769195556641,100.0,0.227214962244034,2.0536789894104,99.5192337036133,100.0,0.22925907373428306,371933202.827234,0.127857886938386,398903681445.806,High income: nonOECD,East Asia & Pacific (all income levels),False,,False,0.4561885764910866,0.4835741963867294,0.48331761810717994,,0.48114807378195706,0.38758184673094453,0.48114807378195706,0.16046418087265174
Hungary,0.912333,0.525706,22.87,17.74,2010.0,0.0825,0.700722515583038,69.4174728393555,85.5072479248047,0.19970490038394895,0.5327975153923029,72.1153869628906,75.59808349609379,0.21992526948452,0.765994787216187,74.5192337036133,81.8181838989258,0.19019657373428306,4656215657.27761,3.36561455374398,247258673490.933,High income: OECD,Europe & Central Asia (all income levels),True,30.55,True,0.4999332277992519,0.6434797843926521,,0.530305581056518,0.649100841660019,0.5266357237483734,0.649100841660019,0.25907975093386315
Iceland,,,18.06,10.94,2011.0,,1.24132406711578,93.2038803100586,99.51690673828129,0.203709542751312,1.4959876537323,90.86538696289058,98.08612060546879,0.227214962244034,1.21098554134369,87.9807662963867,91.86602783203129,0.24693103134632105,205685570.567952,1.20735145350988,14402788177.5269,High income: OECD,Europe & Central Asia (all income levels),True,26.94,False,0.5580524385378137,0.5172431621268354,0.522501525675808,,0.5152876208778496,0.6961625968554526,0.5152876208778496,0.17028727238656693
India,,,2.39,1.42,2012.0,,-0.961226344108582,13.5922327041626,24.637681961059602,0.19970490038394895,-0.204377502202988,45.19230651855471,58.8516731262207,0.193689078092575,-0.449891328811646,34.615383148193395,48.3253593444824,0.180651679635048,70388642796.5471,3.43607730453362,7384098903973.73,Lower middle income,South Asia,False,33.9,False,0.19874976145958875,0.20015840449293043,0.1971496347880092,,0.20143031401049422,0.13882929874531014,0.20143031401049422,0.11152835929883201
Indonesia,,,2.63,1.6,2010.0,,-0.368742823600769,31.0679607391357,44.4444427490234,0.19970490038394895,-0.0109395775943995,54.80769348144529,64.5932998657227,0.193689078092575,-0.101634591817856,49.038459777832,59.330142974853494,0.180651679635048,8551164468.84294,0.96238568684781,2676109258365.92,Lower middle income,East Asia & Pacific (all income levels),False,35.57,False,0.21864607760329474,0.22752454851415269,0.2287010511035242,,0.23161020821031858,0.1936555332853784,0.23161020821031858,0.11698415886747647
"Iran, Islamic Rep.",,,12.53,10.69,2010.0,,-0.9077342748641972,16.990291595459002,26.086956024169893,0.20479880273342105,-0.41085031628608704,37.980770111084,53.1100463867188,0.233566015958786,-1.46246647834778,4.8076925277710005,12.4401912689209,0.217131301760674,1329781000.0,0.22461082714318106,1352085054016.16,Upper middle income,Middle East & North Africa (all income levels),False,37.35,False,0.332110805549025,0.26666673120922263,0.27783765555983025,,0.2742158738539515,0.1940026363951144,0.2742158738539515,0.12905547664098582
Iraq,,,11.65,5.3,2010.0,,-2.4721121788024902,2.4271845817565896,5.31400966644287,0.218231543898582,-1.13272416591644,13.942307472228999,22.009569168090806,0.22162990272045105,-1.24733018875122,9.13461494445801,19.6172256469727,0.211783468723297,271000000.0,0.121252796420582,524173779029.757,Upper middle income,Middle East & North Africa (all income levels),False,29.54,False,0.18843057819401832,0.13855079622277017,0.14864889341216206,,0.14905403595228095,0.11281698304163895,0.14905403595228095,0.10590756783786408
Ireland,0.78696066,0.48333248799999995,23.72,17.34,2010.0,0.0762,1.06673526763916,86.4077682495117,98.06763458251949,0.203709542751312,1.6000061035156297,92.3076934814453,98.5645904541016,0.227214962244034,1.7548824548721298,95.1923065185547,99.5215301513672,0.24693103134632105,719276879.365047,0.286777454381669,227983995914.16895,High income: OECD,Europe & Central Asia (all income levels),True,32.52,False,0.6048810662336537,0.5518032983313934,0.5602649991959845,,0.5509116933177358,0.6402039111850415,0.5509116933177358,0.17753432697277333
Isle of Man,,,,,,,,,,,,,,,,,,,,,,High income: nonOECD,Europe & Central Asia (all income levels),True,,False,,,,,,,,
Israel,,,16.02,11.69,2011.0,,-0.9937115907669072,13.1067962646484,23.6714973449707,0.203709542751312,1.15860307216644,85.57691955566409,90.90908813476558,0.227214962244034,1.2086901664733898,87.5,91.86602783203129,0.24693103134632105,858900000.0,0.280984855633397,276897229113.662,High income: OECD,Middle East & North Africa (all income levels),False,42.78,False,0.5202994119195038,0.47523403568465705,0.48308721458485304,,0.47607818312499633,0.3464090226056273,0.47607818312499633,0.1637579491590871
Italy,0.43236375,0.413812555,27.5,20.23,2011.0,0.0607,0.498162657022476,64.07766723632811,76.328498840332,0.19970490038394895,0.376326590776443,66.8269195556641,74.1626815795898,0.227214962244034,0.661409616470337,72.5961532592773,81.339714050293,0.22925907373428306,9981867200.63411,0.466189403029741,2155752853816.78,High income: OECD,Europe & Central Asia (all income levels),True,35.16,False,0.47851694187723126,0.40038200937966084,0.41198189736158036,,0.4044761121268566,0.4615374955428932,0.4044761121268566,0.15291324446672405
Jamaica,0.26651858938195394,0.1474314747293658,4.42,1.61,2011.0,0.0535,0.0880971625447273,50.48543548583979,60.386474609375,0.20479880273342105,0.137198761105537,60.096153259277294,70.8134002685547,0.202749967575073,0.162900507450104,56.730770111084006,66.9856491088867,0.187134712934494,2268785014.34164,16.3323468780248,24152366189.2515,Upper middle income,Latin America & Caribbean (all income levels),False,45.46,False,0.3142767105445323,0.2694039290832004,0.24457408424855215,,0.2505555515859838,0.2581593273376736,0.2505555515859838,0.1202356248492354
Japan,,,23.56,16.75,2011.0,,1.02044641971588,84.4660186767578,97.5845413208008,0.19970490038394895,1.81898260116577,97.11538696289058,99.5215301513672,0.227214962244034,1.13675618171692,84.1346130371094,91.86602783203129,0.22925907373428306,3733454988.49946,0.0811362917264882,4655493564113.01,High income: OECD,East Asia & Pacific (all income levels),False,32.11,False,0.6260081676647484,0.5783066472690107,0.5864678098996219,,0.5767721449204295,0.366922915220782,0.5767721449204295,0.18186373084772992
"Jersey, Channel Islands",,,,,,,1.48087251186371,98.5436859130859,100.0,0.477736473083496,1.32522213459015,87.5,99.04306030273442,0.482944637537003,1.18312191963196,85.57691955566409,98.08612060546879,0.4326617121696471,,,,,,,,False,,,,,,,,
Jordan,0.24754125076743594,0.20254922683467025,12.11,8.8,2011.0,0.0823,-0.5593081712722779,26.2135925292969,36.7149772644043,0.19970490038394895,0.134662643074989,59.615383148193395,70.8134002685547,0.193689078092575,0.07985036075115201,54.80769348144529,65.0717697143555,0.1690663844347,3737183098.59155,10.4312134457154,79616417860.0026,Upper middle income,Middle East & North Africa (all income levels),False,33.66,False,0.42989456905454293,0.34298928863802414,0.3350460040509129,,0.3333396352576253,0.25190312480289734,0.3333396352576253,0.13866228451470977
Kazakhstan,,,6.38,4.11,2011.0,,0.053453516215086,47.5728149414063,59.4202880859375,0.19970490038394895,-0.015244715847075,54.3269233703613,64.5932998657227,0.203877478837967,-0.267770767211914,44.711540222168,53.5885162353516,0.17391468584537498,228533438.183225,0.104893320719357,418878509417.377,Upper middle income,Europe & Central Asia (all income levels),True,26.35,True,0.2948274238581563,0.4964475886535878,,0.8068332094254155,0.5085890898888749,0.5273302696382712,0.5085890898888749,0.23138964375772428
Kenya,0.05486851859573319,0.07183448406098354,3.26,0.93,2013.0,0.0484,-1.26857447624207,8.73786449432373,15.458937644958501,0.20479880273342105,-0.303954392671585,43.269229888915994,55.5023918151855,0.181937411427498,-0.336249858140945,42.3076934814453,50.7177047729492,0.172010317444801,1440846022.34359,2.36450369014187,132530497155.261,Lower middle income,Sub-Saharan Africa (all income levels),False,48.51,False,0.14551951415301986,0.16509890822276543,0.16236111276383017,,0.16819316751033914,0.17567355129422718,0.16819316751033914,0.10478329285743222
Kiribati,,,10.1,1.58,2011.0,,0.716209053993225,70.3883514404297,93.2367172241211,0.3207258582115169,-0.575137138366699,30.288461685180696,49.7607650756836,0.292693823575974,-0.9612990021705632,17.307691574096697,31.5789470672607,0.25855192542076105,15987395.3507695,9.58725210926686,199843758.988976,Lower middle income,East Asia & Pacific (all income levels),False,37.61,False,0.19659577273188206,0.1660452330655663,0.15404375337562626,,0.1600008182132138,0.13693248805661726,0.1600008182132138,0.10472200117236011
"Korea, Dem. People’s Rep.",,,,,,,,,,,,,,,,,,,,,,Low income,East Asia & Pacific (all income levels),False,,False,,,,,,,,
"Korea, Dem. Rep.",,,,,,,-1.09306311607361,11.1650485992432,21.7391300201416,0.224102810025215,-1.64995157718658,2.4038462638855003,12.4401912689209,0.28868111968040505,-2.20235633850098,0.0,3.3492822647094704,0.243814378976822,,,,,,,,False,,,,,,,,
"Korea, Rep.",,,9.14,5.13,2011.0,,0.18620830774307295,53.8834953308105,64.2512054443359,0.19970490038394895,1.17675185203552,86.53845977783199,90.90908813476558,0.203941851854324,1.10881447792053,83.6538467407227,89.95215606689449,0.18661361932754505,6481400000.0,0.459548934744168,1683897888107.69,High income: OECD,East Asia & Pacific (all income levels),False,,False,0.4525476498956981,0.4378583985114919,0.44196930248249794,,0.4380643000568937,0.3503496866912068,0.4380643000568937,0.15518628756228955
Kosovo,,,6.1,3.8,2009.0,,-0.335778713226318,32.5242729187012,46.8599052429199,0.234058693051338,-0.32146829366684,42.788459777831996,59.330142974853494,0.274022668600082,-0.153083249926567,48.0769233703613,58.37320709228521,0.199928745627403,1192347305.56744,16.1416848835395,16615557798.0245,Lower middle income,Europe & Central Asia (all income levels),True,26.71,True,0.33440015492450004,0.4760840092724941,,0.7627183673801959,0.4662195066623044,0.4937287320695979,0.4662195066623044,0.2239552364239387
Kuwait,,,11.44,9.21,2011.0,,0.136163577437401,52.4271850585938,62.3188400268555,0.209124550223351,-0.14768092334270494,47.596153259277294,62.200958251953104,0.233566015958786,-0.130660995841026,48.55769348144529,61.72248840332029,0.23196355998516105,3839651.52291091,0.00234679683150849,274899856055.184,High income: nonOECD,Middle East & North Africa (all income levels),False,,False,0.3484020246894503,0.2933389092276519,0.30366334616401186,,0.30003989859405994,0.2235308395919389,0.30003989859405994,0.1330898677899873
Kyrgyz Republic,0.7217599301569062,0.4621961027620737,9.58,5.75,2012.0,0.0768,-0.7848981618881229,19.902912139892603,29.9516906738281,0.217708200216293,-0.836270928382874,18.75,35.406700134277294,0.21903863549232505,-0.423714965581894,36.0576934814453,48.80382919311521,0.178784400224686,2242827292.1751,30.290414377544497,19382497745.7446,Lower middle income,Europe & Central Asia (all income levels),True,27.37,True,0.38274174088907986,0.4497713624237053,,0.5727350036470806,0.4217064711057894,0.4577742785822348,0.4217064711057894,0.21739830055998072
Lao PDR,0.03728431799420904,0.13347582175320616,1.74,0.52,2005.0,0.0762,0.459761083126068,61.1650466918945,75.8454132080078,0.21714462339878104,-0.387987822294235,39.42307662963871,53.1100463867188,0.21009747684001895,-0.8484494090080258,21.1538467407227,32.0574150085449,0.198304936289787,59760122.8772648,0.498122973750759,35592859176.7119,Lower middle income,East Asia & Pacific (all income levels),False,37.89,False,0.07645431159092277,0.12322888024848742,0.12140190851898802,,0.12917515737494017,0.13947191979722456,0.12917515737494017,0.09665171896460707
Latvia,0.616317,0.230291,14.91,12.27,2011.0,0.0624,0.55470997095108,65.0485458374023,78.7439651489258,0.203709542751312,0.9743801951408392,77.8846130371094,87.55980682373051,0.21992526948452,1.16983425617218,84.6153869628906,91.3875579833984,0.19992882013320895,1774393746.8988898,5.6713797263005485,46949430384.6068,High income: nonOECD,Europe & Central Asia (all income levels),True,35.48,True,0.5306892165673867,0.6863618303737969,,0.6792674289429662,0.6866283255434004,0.6367956885676826,0.6866283255434004,0.26455854636315107
Lebanon,,,1.12,0.36,2011.0,,-1.72109997272491,7.28155326843262,8.695652008056639,0.20479880273342105,-0.3750530183315279,40.865383148193395,53.1100463867188,0.202749967575073,-0.220459550619125,46.63461685180661,55.02392196655271,0.187134712934494,7404023333.16324,16.190400808164302,79396692178.849,Upper middle income,Middle East & North Africa (all income levels),False,,False,0.12607719122550035,0.1298304792211339,0.10022315166525711,,0.11281113032709203,0.1304167633454823,0.11281113032709203,0.09292857806284952
Lesotho,,,8.16,0.18,2010.0,,-0.274988144636154,33.980583190918004,50.724636077880895,0.222926273941994,-0.512667894363403,33.1730766296387,45.45454406738279,0.19700013101100894,-0.431536108255386,35.57692337036129,48.80382919311521,0.18736064434051505,380200830.728419,17.430006993817102,5564724725.6854105,Lower middle income,Sub-Saharan Africa (all income levels),False,54.18,False,0.05703669971383543,0.08007041950017178,0.0458427169722719,,0.0615812670790538,0.14261865947545477,0.0615812670790538,0.08242909819333102
Liberia,0.04503793391523511,0.12573070699110653,11.47,9.87,2005.0,0.0644,-0.625768065452576,24.757282257080107,34.2995185852051,0.213329136371613,-1.37121510505676,7.692307472229,16.2679424285889,0.195208579301834,-0.83601576089859,22.5961532592773,31.1004791259766,0.17367947101592998,495200000.0,24.6000993541977,3703596982.86945,Low income,Sub-Saharan Africa (all income levels),False,36.48,False,0.33881239789550854,0.17325275564659628,0.14554563718768307,,0.14946672017280202,0.1292286850994455,0.14946672017280202,0.10754768939797951
Libya,,,6.55,4.44,2010.0,,-2.32405829429626,4.36893224716187,6.280193328857419,0.209124550223351,-1.64307260513306,2.88461542129517,8.61244010925293,0.203687205910683,-2.19057369232178,0.480769217014313,2.87081336975098,0.204862520098686,16000000.0,0.0291110557079143,97622066833.8945,Upper middle income,Middle East & North Africa (all income levels),False,,False,0.1141514670799264,0.0634369917407798,0.07412607607834336,,0.07617338614501304,0.05506986715551576,0.07617338614501304,0.09301309452760453
Liechtenstein,,,,,,,1.54406559467316,99.5145645141602,100.0,0.2757649421691889,1.67956984043121,94.2307662963867,100.0,0.351513624191284,1.43076908588409,90.38461303710942,98.5645904541016,0.3017593920230869,,,,High income: nonOECD,Europe & Central Asia (all income levels),True,,False,,,,,,,,
Lithuania,0.810897,0.314705,16.26,12.2,2011.0,0.0703,0.7849635481834408,72.81553649902341,88.88888549804692,0.203709542751312,0.994412302970886,78.8461532592773,87.55980682373051,0.21992526948452,1.19961535930634,87.0192337036133,91.86602783203129,0.19992882013320895,2112631128.43272,4.3690984740612215,81185173649.4126,High income: nonOECD,Europe & Central Asia (all income levels),True,35.15,True,0.525882068099936,0.6867994922463577,,0.6850601698272278,0.6888690742654423,0.6392642843698769,0.6888690742654423,0.26492680851989653
Luxembourg,,,23.02,16.53,2010.0,,1.38998353481293,98.0582504272461,99.51690673828129,0.208460122346878,1.65548253059387,93.2692337036133,99.04306030273442,0.23875339329242695,1.64751064777374,92.78845977783199,99.5215301513672,0.255789399147034,1783869016.8931,2.74974570951518,54774901730.5945,High income: OECD,Europe & Central Asia (all income levels),True,34.79,False,0.6196551939806111,0.5602709659603895,0.5642908707616839,,0.5555517703608166,0.6585863230210287,0.5555517703608166,0.17820605739663087
"Macao SAR, China",,,5.12,3.77,2011.0,,1.2130047082901,91.7475738525391,99.51690673828129,0.2757649421691889,1.45164275169373,89.4230804443359,99.04306030273442,0.351513624191284,1.6826155185699498,93.75,99.5215301513672,0.3017593920230869,50133016.2369396,0.09032693680391,80773460449.5101,High income: nonOECD,East Asia & Pacific (all income levels),False,,False,0.455780439867071,0.4581202996747856,0.46094669846189423,,0.45758330761773447,0.36614206074475353,0.45758330761773447,0.15774241887764023
